1.03632e+06,690900
1.23369e+06,959700
760920,787500
727770,745500
622200,627900
438600,674100
1.13985e+06,821100
976905,800100
648210,606900
456705,808500
456705,833700
460785,816900
454665,825300
454665,783300
454665,829500
454665,812700
456705,837900
422025,804300
422025,808500
422025,800100
422025,812700
430185,791700
432225,800100
424065,791700
428145,808500
442425,816900
438345,833700
448545,821100
444465,833700
452625,816900
450585,837900
454665,821100
450585,833700
428145,816900
424065,829500
422025,821100
426105,833700
422025,816900
432225,833700
428145,821100
430185,829500
440385,745500
399585,564900
401625,552300
391425,548100
397545,548100
407745,560700
407745,552300
389385,569100
401625,581700
448545,779100
456705,804300
454665,795900
444465,783300
442425,779100
456450,787500
454920,779100
434265,665700
385305,564900
391425,552300
391425,535500
391425,539700
389385,556500
383265,556500
387345,573300
387345,581700
436305,779100
446505,846300
444465,837900
436305,783300
436305,787500
430185,779100
430185,774900
436305,695100
393465,564900
395505,556500
397545,535500
399585,543900
401625,560700
395505,560700
393465,577500
399585,577500
440385,774900
440385,850500
446505,842100
436305,795900
430185,787500
422025,661500
424065,787500
434265,837900
434265,737100
434265,745500
434265,632100
422025,627900
430185,640500
430185,636300
422025,632100
426105,644700
424065,653100
413865,682500
344250,720300
405450,661500
405960,653100
383265,585900
393465,594300
395505,585900
389385,585900
428145,632100
379185,564900
381225,573300
387345,577500
383265,569100
350625,737100
303960,510300
335835,514500
320280,518700
297330,497700
295800,560700
191760,438900
204000,455700
328440,543900
234600,468300
191760,443100
219810,451500
228480,464100
220320,459900
197370,447300
204000,451500
329970,522900
260610,480900
246840,464100
301920,556500
306000,552300
289680,564900
255000,468300
210120,447300
350880,548100
204000,447300
161160,430500
157080,426300
138210,430500
130560,434700
130560,443100
144840,434700
350880,539700
305490,497700
311610,510300
314160,522900
305490,493500
274890,497700
128010,371700
113730,388500
341955,548100
113730,384300
199410,417900
210120,438900
201450,422100
199410,413700
120360,384300
113730,367500
326400,535500
250410,472500
136170,396900
291720,539700
306000,539700
287130,535500
142800,413700
134640,401100
311610,543900
201450,426300
123930,367500
150450,426300
132600,384300
118320,371700
120360,380100
120360,388500
321810,527100
302175,506100
311355,518700
314415,527100
295035,506100
274890,501900
108375,417900
210120,443100
332775,548100
234600,464100
128010,405300
204000,443100
234090,459900
206040,430500
120360,405300
155040,438900
320280,531300
248370,476700
240720,459900
299370,552300
293250,556500
285090,556500
246840,459900
112200,434700
323850,548100
204000,438900
115770,401100
112200,430500
109650,409500
106080,434700
109650,401100
109650,396900
329970,527100
286875,497700
286875,506100
319770,539700
296055,514500
268770,497700
118575,346500
128010,380100
332010,539700
213690,422100
125970,392700
134130,346500
140250,346500
140250,354900
123930,359100
125970,342300
338640,539700
248370,480900
128010,401100
295290,548100
299370,539700
295290,543900
150450,422100
120360,430500
334050,535500
134130,350700
115770,359100
120360,426300
118320,342300
118320,350700
118320,434700
123930,363300
336090,522900
363120,724500
372810,732900
397290,711900
427890,720300
422280,741300
401880,648900
421770,619500
409530,648900
421770,623700
358785,741300
424065,678300
362865,539700
401880,682500
458745,858900
458745,863100
587265,863100
589560,867300
505410,905100
593640,884100
587265,884100
593385,879900
589305,875700
572475,855750
477105,851550
466905,859950
467415,855750
572985,849450
572475,853650
475065,893550
485265,870450
479145,864150
495975,855750
476085,872550
509235,851550
511275,901950
526575,893550
517905,899850
567885,880950
562785,851550
573495,874650
573495,876750
553095,855750
570435,859950
562785,855750
551055,876750
536775,889350
530655,891450
549015,883050
535245,859950
544425,857850
514845,853650
499545,851550
487305,853650
505665,855750
499545,900900
505665,888300
511785,888300
521985,888300
575025,884100
519945,884100
526065,896700
546465,913500
554625,917700
581145,900900
575025,905100
583185,888300
581145,879900
558705,871500
581145,875700
570945,863100
558705,909300
546465,909300
540345,905100
570945,913500
544425,871500
544425,863100
536265,854700
519945,863100
524025,867300
530145,854700
542640,850500
523770,854700
518160,858900
548760,850500
454410,884100
458490,896700
461040,892500
460785,875700
461040,871500
461040,884100
485520,858900
501585,884100
452115,888300
460785,888300
452370,896700
483225,888300
460785,909300
487305,863100
487305,867300
493425,858900
489345,875700
505665,858900
521985,909300
534225,909300
460785,905100
521985,905100
575025,900900
564825,905100
581145,884100
583185,896700
556665,863100
583185,867300
562785,858900
546465,867300
548505,905100
534225,905100
558705,905100
536265,867300
550545,863100
526065,858900
499545,858900
497505,867300
511785,858900
570945,867300
340425,1.0395e+06
334305,1.0353e+06
340425,1.0353e+06
328185,1.0353e+06
326145,1.0395e+06
338385,1.0437e+06
428145,909300
442170,854700
448545,854700
375105,955500
581145,858900
581145,854700
454920,854700
461040,850500
581145,850500
587265,846300
485520,905100
491640,905100
485520,879900
489090,913500
485520,900900
489090,909300
497760,905100
540090,913500
512040,905100
564570,896700
561000,917700
585480,892500
593130,888300
578850,892500
571200,871500
565080,871500
548760,917700
542130,917700
540090,909300
566610,909300
534480,917700
529890,871500
505410,871500
495210,875700
483225,875700
495465,871500
446505,863100
460785,867300
446250,909300
458745,900900
452625,900900
440385,909300
436305,917700
438345,913500
440385,900900
434520,909300
446760,884100
456450,879900
445995,867300
448800,879900
446505,858900
381225,682500
354705,703500
373065,741300
282795,779100
284835,770700
283050,762300
269280,770700
338895,874650
338385,876750
336855,845250
328695,878850
341955,868350
332265,883050
342975,862050
340935,872550
340935,766500
61965,435750
83385,439950
48705,463050
44115,431550
84405,425250
50235,349650
28305,370650
27285,446250
30855,343350
66555,364350
45135,332850
91035,341250
30345,362250
30345,351750
29835,322350
29835,408450
71655,370650
43605,393750
35955,421050
42585,368550
81855,370650
67575,330750
79305,328650
28305,450450
72675,309750
44115,290850
77775,250950
63495,284550
85935,276150
36975,301350
60945,309750
49725,429450
108375,257250
49725,444150
94095,427350
42585,250950
92055,358050
95115,301350
94095,316050
74205,406350
28305,313950
92055,391650
